368, 90.496,16.7955
369,  760.5,411.841
370,626.521,526.724
371,995.853,234.577
372,918.947,876.684
373,989.579,47.3211
374,377.688,314.408
375,961.419,413.034
376,825.413,709.361
377,827.455,580.479
378,35.7801,990.366
379,620.154,281.819
380,109.524,120.779
381,738.931,820.767
382,274.222,258.428
383,82.5408,643.565
384,592.712,764.167
385,724.782,471.166
386,778.131,902.453
387,885.712,666.382
388,26.8873,163.883
389,741.314,972.935
390, 165.76,712.313
391,256.231,126.549
392,927.385,899.534
393,524.925,53.7248
394,72.1925,423.799
395, 367.23,863.354
396,349.224,799.328
397,127.116,42.9147
398,587.637,139.566
399,22.8315,355.085
